Dimension 1,Dimension 2,Slug,Title
5.0118985,-9.636302,kleingartenentwicklungsplan-2030---entwicklungskategorien,Kleingartenentwicklungsplan 2030 - Entwicklungskategorien
19.285545,35.629055,klimafunktionen-und-planungshinweise-stadtklima-2001-umweltatlas,Klimafunktionen und Planungshinweise Stadtklima 2001 (Umweltatlas)
19.291712,35.61702,klimafunktionen-und-planungshinweise-stadtklima-2005-umweltatlas,Klimafunktionen und Planungshinweise Stadtklima 2005 (Umweltatlas)
23.950659,32.412518,klimamodell-berlin-analysedaten-2015---block--und-blockteilflächen-umweltatlas,Klimamodell Berlin: Analysedaten 2015 - Block- und Blockteilflächen (Umweltatlas)
23.862467,32.61169,klimamodell-berlin-analysedaten-2015---straßenflächen-umweltatlas,Klimamodell Berlin: Analysedaten 2015 - Straßenflächen (Umweltatlas)
28.991499,32.08579,klimamodell-berlin-bodennahes-windfeld-und-luftaustausch-am-abend-2200-uhr-2001-umweltatlas,Klimamodell Berlin: Bodennahes Windfeld und Luftaustausch am Abend 22.00 Uhr 2001 (Umweltatlas)
29.107048,32.129288,klimamodell-berlin-bodennahes-windfeld-und-luftaustausch-am-morgen-0600-uhr-2001-umweltatlas,Klimamodell Berlin: Bodennahes Windfeld und Luftaustausch am Morgen 06.00 Uhr 2001 (Umweltatlas)
25.396555,38.13184,klimamodell-berlin-entwicklung-der-anzahl-der-hitzetage-in-der-zukunft-2015-umweltatlas,Klimamodell Berlin: Entwicklung der Anzahl der Hitzetage in der Zukunft 2015 (Umweltatlas)
25.395458,38.163406,klimamodell-berlin-entwicklung-der-anzahl-der-sommertage-in-der-zukunft-2015-umweltatlas,Klimamodell Berlin: Entwicklung der Anzahl der Sommertage in der Zukunft 2015 (Umweltatlas)
25.446266,38.020557,klimamodell-berlin-entwicklung-der-anzahl-der-tropennächte-in-der-zukunft-2015-umweltatlas,Klimamodell Berlin: Entwicklung der Anzahl der Tropennächte in der Zukunft 2015 (Umweltatlas)
23.081709,30.07211,klimamodell-berlin-klimaanalysekarte-2015---grünflächenanteile-mit-überdurchschnittlich-hohem-kaltluftvolumenstrom-brandenburg-umweltatlas,Klimamodell Berlin: Klimaanalysekarte 2015 - Grünflächenanteile mit überdurchschnittlich hohem Kaltluftvolumenstrom Brandenburg (Umweltatlas)
21.930004,32.106026,klimamodell-berlin-klimaanalysekarte-2015---kaltluftabfluss-umweltatlas,Klimamodell Berlin: Klimaanalysekarte 2015 - Kaltluftabfluss (Umweltatlas)
22.047577,31.055174,klimamodell-berlin-klimaanalysekarte-2015---kaltlufteinwirkbereiche-siedlung-berlin-umweltatlas,Klimamodell Berlin: Klimaanalysekarte 2015 - Kaltlufteinwirkbereiche Siedlung Berlin (Umweltatlas)
25.37612,37.88822,klimamodell-berlin-entwicklung-der-anzahl-klimatologischer-kenntage-in-der-zukunft-2015-umweltatlas,Klimamodell Berlin: Entwicklung der Anzahl klimatologischer Kenntage in der Zukunft 2015 (Umweltatlas)
28.920395,34.04871,klimamodell-berlin-kaltluftvolumenstrom-am-abend-2200-uhr-2001-umweltatlas,Klimamodell Berlin: Kaltluftvolumenstrom am Abend 22.00 Uhr 2001 (Umweltatlas)
29.746729,33.33561,klimamodell-berlin-kaltluftvolumenstrom-am-morgen-0600-uhr-2001-umweltatlas,Klimamodell Berlin: Kaltluftvolumenstrom am Morgen 06.00 Uhr 2001 (Umweltatlas)
29.75178,33.34319,klimamodell-berlin-kaltluftvolumenstrom-am-morgen-0600-uhr-2005-umweltatlas,Klimamodell Berlin: Kaltluftvolumenstrom am Morgen 06.00 Uhr 2005 (Umweltatlas)
29.158278,33.990604,klimamodell-berlin-kaltluftvolumenstrom-im-vertiefungsgebiet-am-abend-2200-uhr-2001-umweltatlas,Klimamodell Berlin: Kaltluftvolumenstrom im Vertiefungsgebiet am Abend 22.00 Uhr 2001 (Umweltatlas)
29.739237,33.532654,klimamodell-berlin-kaltluftvolumenstrom-im-vertiefungsgebiet-am-morgen-0600-uhr-2001-umweltatlas,Klimamodell Berlin: Kaltluftvolumenstrom im Vertiefungsgebiet am Morgen 06.00 Uhr 2001 (Umweltatlas)
21.381508,31.045115,klimamodell-berlin-klimaanalysekarte-2015---bebautes-gebiet-mit-klimarelevanter-funktion-umweltatlas,Klimamodell Berlin: Klimaanalysekarte 2015 - Bebautes Gebiet mit klimarelevanter Funktion (Umweltatlas)
20.415018,35.759487,klimamodell-berlin-klimafunktionen-2001-umweltatlas,Klimamodell Berlin: Klimafunktionen 2001 (Umweltatlas)
20.443115,35.71307,klimamodell-berlin-klimafunktionen-2005-umweltatlas,Klimamodell Berlin: Klimafunktionen 2005 (Umweltatlas)
24.887108,34.362804,klimamodell-berlin-lufttemperatur-2015-umweltatlas,Klimamodell Berlin: Lufttemperatur 2015 (Umweltatlas)
28.35006,34.51535,klimamodell-berlin-lufttemperatur-am-abend-2200-uhr-2005-umweltatlas,Klimamodell Berlin: Lufttemperatur am Abend 22.00 Uhr 2005 (Umweltatlas)
25.847069,34.36235,klimamodell-berlin-nächtliche-abkühlungsrate-2015-umweltatlas,Klimamodell Berlin: Nächtliche Abkühlungsrate 2015 (Umweltatlas)
20.863916,34.156067,klimamodell-berlin-planungshinweise-stadtklima-2005-umweltatlas,Klimamodell Berlin: Planungshinweise Stadtklima 2005 (Umweltatlas)
20.957792,33.678436,klimamodell-berlin-planungshinweise-stadtklima-2015---hauptkarte-umweltatlas,Klimamodell Berlin: Planungshinweise Stadtklima 2015 - Hauptkarte (Umweltatlas)
20.6103,33.220924,klimamodell-berlin-planungshinweise-stadtklima-2015---leitbahnkorridore-umweltatlas,Klimamodell Berlin: Planungshinweise Stadtklima 2015 - Leitbahnkorridore (Umweltatlas)
24.821922,34.34003,klimamodell-berlin-strahlungstemperatur-2015-umweltatlas,Klimamodell Berlin: Strahlungstemperatur 2015 (Umweltatlas)
27.779032,42.394917,klimawandel---jahresmittel-der-tage-mit-wärmebelastung-1971---2000-umweltatlas,Klimawandel - Jahresmittel der Tage mit Wärmebelastung 1971 - 2000 (Umweltatlas)
-17.774385,24.386835,lebensraumfunktion-für-naturnahe--seltene-pflanzengesellschaften-2005,Lebensraumfunktion für naturnahe / seltene Pflanzengesellschaften 2005
27.679575,42.27242,klimawandel---jahresmittel-tage-mit-wärmebelastung-1971-2000-farbreihe-2-umweltatlas,Klimawandel - Jahresmittel Tage mit Wärmebelastung 1971-2000 (Farbreihe 2) (Umweltatlas)
27.398098,41.884583,klimawandel---jahresmittel-tage-mit-wärmebelastung-2021-2050-farbreihe-2-umweltatlas,Klimawandel - Jahresmittel Tage mit Wärmebelastung 2021-2050 (Farbreihe 2) (Umweltatlas)
-27.556023,23.572664,naturnähe-der-böden-2010-umweltatlas,Naturnähe der Böden 2010 (Umweltatlas)
27.44755,41.943703,klimawandel---jahresmittel-tage-mit-wärmebelastung-2071-2100-farbreihe-2-umweltatlas,Klimawandel - Jahresmittel Tage mit Wärmebelastung 2071-2100 (Farbreihe 2) (Umweltatlas)
9.040092,14.952025,kohlenstoffspeicher-der-vegetation---block--und-blockteilflächen,Kohlenstoffspeicher der Vegetation - Block- und Blockteilflächen
9.0223055,14.966555,kohlenstoffspeicher-der-vegetation---straßenflächen,Kohlenstoffspeicher der Vegetation - Straßenflächen
9.00947,14.977435,kohlenstoffspeicher-der-vegetation,Kohlenstoffspeicher der Vegetation
-29.107496,9.977468,kohlenstoffvorräte-der-moore-umweltatlas,Kohlenstoffvorräte der Moore (Umweltatlas)
-7.7904277,-25.714659,krankenhäuser---plankrankenhäuser,Krankenhäuser - Plankrankenhäuser
-7.7834377,-25.689486,krankenhäuser---weitere-krankenhäuser,Krankenhäuser - weitere Krankenhäuser
-7.788897,-25.684998,krankenhäuser,Krankenhäuser
-24.641882,26.767094,kriterien-zur-bewertung-der-bodenfunktionen-2010-umweltatlas,Kriterien zur Bewertung der Bodenfunktionen 2010 (Umweltatlas)
-26.205889,-15.703317,landesentwicklungsplan-flughafenstandortentwicklung-lep-fs-vom-30-mai-2006,Landesentwicklungsplan Flughafenstandortentwicklung (LEP FS) vom 30. Mai 2006
-26.018942,-14.96351,landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr---hauptkarte,Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg (LEP HR) - Hauptkarte
31.676096,46.61204,langjähriges-mittel-der-lufttemperatur-1961-1990-umweltatlas,Langjähriges Mittel der Lufttemperatur 1961-1990 (Umweltatlas)
-26.014898,-14.9453745,landesentwicklungsplan-hauptstadtregion-berlin-brandenburg-lep-hr---nebenkarte,Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg (LEP HR) - Nebenkarte
-20.802622,-13.4716015,landschaftsplanverfahren-übersicht,Landschaftsplanverfahren (Übersicht)
-20.804718,-13.47213,landschaftsplanverfahren-übersicht,Landschaftsplanverfahren (Übersicht)
2.1542451,58.24104,langjährige-entwicklung-der-luftqualität---emissionen-2015-umweltatlas,Langjährige Entwicklung der Luftqualität - Emissionen 2015 (Umweltatlas)
3.1024396,69.09753,langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-2002-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Hausbrand 2002 (Umweltatlas)
2.1643808,58.23682,langjährige-entwicklung-der-luftqualität---emissionen-2015-umweltatlas,Langjährige Entwicklung der Luftqualität - Emissionen 2015 (Umweltatlas)
0.5921802,59.244164,langjährige-entwicklung-der-luftqualität---immissionen-umweltatlas,Langjährige Entwicklung der Luftqualität - Immissionen (Umweltatlas)
0.59407806,59.242264,langjährige-entwicklung-der-luftqualität---immissionen-umweltatlas,Langjährige Entwicklung der Luftqualität - Immissionen (Umweltatlas)
4.1938896,66.67956,langjährige-entwicklung-luftqualität---emissionswerte-nox-1989-bis-2009-umweltatlas,Langjährige Entwicklung Luftqualität - Emissionswerte NOx 1989 bis 2009 (Umweltatlas)
-17.867699,24.400618,lebensraumfunktion-für-naturnahe--seltene-pflanzengesellschaften-2010,Lebensraumfunktion für naturnahe / seltene Pflanzengesellschaften 2010
4.243521,61.087475,langjährige-entwicklung-luftqualität---emissionswerte-pm-20082009-umweltatlas,Langjährige Entwicklung Luftqualität - Emissionswerte PM 2008/2009 (Umweltatlas)
-2.7585483,67.76923,langjährige-entwicklung-luftqualität---emissionswerte-so2-1989-bis-2005-umweltatlas,Langjährige Entwicklung Luftqualität - Emissionswerte SO2 1989 bis 2005 (Umweltatlas)
2.9955149,67.853714,langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-1989-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Hausbrand 1989 (Umweltatlas)
2.7728345,69.609116,langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-1994-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Hausbrand 1994 (Umweltatlas)
30.220018,-5.274907,lebensweltlich-orientierte-räume-lor---planungsräume-01012019,Lebensweltlich orientierte Räume (LOR) - Planungsräume (01.01.2019)
2.6661496,68.806725,langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-2005-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Hausbrand 2005 (Umweltatlas)
2.743401,68.41433,langjährige-entwicklung-luftqualität-nox-emissionen-hausbrand-2009-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Hausbrand 2009 (Umweltatlas)
4.1430826,67.48694,langjährige-entwicklung-luftqualität-nox-emissionen-industrie-1989-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Industrie 1989 (Umweltatlas)
4.2544036,70.64845,langjährige-entwicklung-luftqualität-nox-emissionen-industrie-1994-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Industrie 1994 (Umweltatlas)
4.8567667,69.93562,langjährige-entwicklung-luftqualität-nox-emissionen-industrie-2002-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Industrie 2002 (Umweltatlas)
4.743573,70.57291,langjährige-entwicklung-luftqualität-nox-emissionen-industrie-2004-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Industrie 2004 (Umweltatlas)
5.300652,69.99648,langjährige-entwicklung-luftqualität-nox-emissionen-industrie-2008-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Industrie 2008 (Umweltatlas)
5.717666,67.310684,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-1989-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr GN 1989 (Umweltatlas)
6.675664,69.100105,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-1994-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr GN 1994 (Umweltatlas)
5.925536,61.381584,langjährige-entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-hn-2009-umweltatlas,Langjährige Entwicklung Luftqualität PM10-Emissionen Kfz-Verkehr HN 2009 (Umweltatlas)
6.590065,68.510544,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-2002-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr GN 2002 (Umweltatlas)
6.4566994,68.34962,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-2005-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr GN 2005 (Umweltatlas)
6.6131964,67.66115,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-gn-2009-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr GN 2009 (Umweltatlas)
6.844076,67.35659,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-hn-2009-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr HN 2009 (Umweltatlas)
27.472347,73.86943,langjährige-niederschlagsverteilung-1961-1990-umweltatlas,Langjährige Niederschlagsverteilung 1961-1990 (Umweltatlas)
6.723227,67.46833,langjährige-entwicklung-luftqualität-nox-emissionen-kfz-verkehr-nn-2009-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Emissionen Kfz-Verkehr NN 2009 (Umweltatlas)
4.215178,67.35492,langjährige-entwicklung-luftqualität-nox-gesamtemissionen-1989-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Gesamtemissionen 1989 (Umweltatlas)
3.7991717,70.30869,langjährige-entwicklung-luftqualität-nox-gesamtemissionen-1994-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Gesamtemissionen 1994 (Umweltatlas)
4.5440445,69.39854,langjährige-entwicklung-luftqualität-nox-gesamtemissionen-2002-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Gesamtemissionen 2002 (Umweltatlas)
27.498306,73.90829,langjährige-niederschlagsverteilung-winterhalbjahr-1961-1990-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1961-1990 (Umweltatlas)
4.982496,68.76937,langjährige-entwicklung-luftqualität-nox-gesamtemissionen-2005-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Gesamtemissionen 2005 (Umweltatlas)
4.923703,68.4055,langjährige-entwicklung-luftqualität-nox-gesamtemissionen-20082009-umweltatlas,Langjährige Entwicklung Luftqualität NOx-Gesamtemissionen 2008/2009 (Umweltatlas)
3.5657694,62.045956,langjährige-entwicklung-luftqualität-pm10-emissionen-hausbrand-2009-umweltatlas,Langjährige Entwicklung Luftqualität PM10-Emissionen Hausbrand 2009 (Umweltatlas)
3.814991,60.527294,langjährige-entwicklung-luftqualität-pm10-emissionen-industrie-2008-umweltatlas,Langjährige Entwicklung Luftqualität PM10-Emissionen Industrie 2008 (Umweltatlas)
5.7536106,61.322945,langjährige-entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-gn-2009-umweltatlas,Langjährige Entwicklung Luftqualität PM10-Emissionen Kfz-Verkehr GN 2009 (Umweltatlas)
5.9282484,61.361748,langjährige-entwicklung-luftqualität-pm10-emissionen-kfz-verkehr-nn-2009-umweltatlas,Langjährige Entwicklung Luftqualität PM10-Emissionen Kfz-Verkehr NN 2009 (Umweltatlas)
4.2642956,61.117653,langjährige-entwicklung-luftqualität-pm10-gesamtemissionen-20082009-umweltatlas,Langjährige Entwicklung Luftqualität PM10-Gesamtemissionen 2008/2009 (Umweltatlas)
3.4774623,62.061478,langjährige-entwicklung-luftqualität-pm25-emissionen-hausbrand-2009-umweltatlas,"Langjährige Entwicklung Luftqualität PM2,5-Emissionen Hausbrand 2009 (Umweltatlas)"
3.873381,60.19758,langjährige-entwicklung-luftqualität-pm25-emissionen-industrie-2008-umweltatlas,"Langjährige Entwicklung Luftqualität PM2,5-Emissionen Industrie 2008 (Umweltatlas)"
5.922539,60.433117,langjährige-entwicklung-luftqualität-pm25-emissionen-kfz-verkehr-gn-2009-umweltatlas,"Langjährige Entwicklung Luftqualität PM2,5-Emissionen Kfz-Verkehr GN 2009 (Umweltatlas)"
6.1451173,60.4883,langjährige-entwicklung-luftqualität-pm25-emissionen-kfz-verkehr-hn-2009-umweltatlas,"Langjährige Entwicklung Luftqualität PM2,5-Emissionen Kfz-Verkehr HN 2009 (Umweltatlas)"
6.056219,60.476368,langjährige-entwicklung-luftqualität-pm25-emissionen-kfz-verkehr-nn-2009-umweltatlas,"Langjährige Entwicklung Luftqualität PM2,5-Emissionen Kfz-Verkehr NN 2009 (Umweltatlas)"
4.347777,60.5612,langjährige-entwicklung-luftqualität-pm25-gesamtemissionen-20082009-umweltatlas,"Langjährige Entwicklung Luftqualität PM2,5-Gesamtemissionen 2008/2009 (Umweltatlas)"
-1.1601847,67.42517,langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-1989-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Hausbrand 1989 (Umweltatlas)
-1.2626541,66.741165,langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-1994-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Hausbrand 1994 (Umweltatlas)
-1.0279201,66.43723,langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-2002-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Hausbrand 2002 (Umweltatlas)
-1.1105655,66.45861,langjährige-entwicklung-luftqualität-so2-emissionen-hausbrand-2005-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Hausbrand 2005 (Umweltatlas)
-2.4801059,68.14485,langjährige-entwicklung-luftqualität-so2-emissionen-industrie-1989-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Industrie 1989 (Umweltatlas)
-3.0114524,66.09839,langjährige-entwicklung-luftqualität-so2-emissionen-industrie-1994-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Industrie 1994 (Umweltatlas)
-3.9203422,66.40518,langjährige-entwicklung-luftqualität-so2-emissionen-industrie-2002-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Industrie 2002 (Umweltatlas)
-3.3760207,66.141365,langjährige-entwicklung-luftqualität-so2-emissionen-industrie-2004-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Industrie 2004 (Umweltatlas)
-3.380536,68.55781,langjährige-entwicklung-luftqualität-so2-emissionen-kfz-verkehr-1989-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Kfz-Verkehr 1989 (Umweltatlas)
-4.3531156,67.74169,langjährige-entwicklung-luftqualität-so2-emissionen-kfz-verkehr-2002-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Kfz-Verkehr 2002 (Umweltatlas)
-4.192469,67.94126,langjährige-entwicklung-luftqualität-so2-emissionen-kfz-verkehr-2005-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Emissionen Kfz-Verkehr 2005 (Umweltatlas)
-2.5806475,68.16818,langjährige-entwicklung-luftqualität-so2-gesamtemissionen-1989-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Gesamtemissionen 1989 (Umweltatlas)
-2.7230651,66.38229,langjährige-entwicklung-luftqualität-so2-gesamtemissionen-1994-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Gesamtemissionen 1994 (Umweltatlas)
-3.9283733,66.8361,langjährige-entwicklung-luftqualität-so2-gesamtemissionen-2002-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Gesamtemissionen 2002 (Umweltatlas)
-3.4565864,67.348015,langjährige-entwicklung-luftqualität-so2-gesamtemissionen-2005-umweltatlas,Langjährige Entwicklung Luftqualität SO2-Gesamtemissionen 2005 (Umweltatlas)
29.27999,74.22476,langjährige-niederschlagsverteilung-1961-1990---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung 1961-1990 - Isoflächen (Umweltatlas)
29.995531,75.79529,langjährige-niederschlagsverteilung-1961-1990---isolinien-umweltatlas,Langjährige Niederschlagsverteilung 1961-1990 - Isolinien (Umweltatlas)
31.910192,67.861786,langjährige-niederschlagsverteilung-1981-2010---block--und-blockteilflächen-umweltatlas,Langjährige Niederschlagsverteilung 1981-2010 - Block- und Blockteilflächen (Umweltatlas)
31.602037,72.421715,langjährige-niederschlagsverteilung-1981-2010---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung 1981-2010 - Isoflächen (Umweltatlas)
32.466286,74.806145,langjährige-niederschlagsverteilung-1981-2010---isolinien-umweltatlas,Langjährige Niederschlagsverteilung 1981-2010 - Isolinien (Umweltatlas)
29.489204,69.05567,langjährige-niederschlagsverteilung-1981-2010---straßenflächen-umweltatlas,Langjährige Niederschlagsverteilung 1981-2010 - Straßenflächen (Umweltatlas)
27.689667,70.16966,langjährige-niederschlagsverteilung-1981-2010-umweltatlas,Langjährige Niederschlagsverteilung 1981-2010 (Umweltatlas)
32.725098,68.66375,langjährige-niederschlagsverteilung-1991-2020---block--und-blockteilflächen-umweltatlas,Langjährige Niederschlagsverteilung 1991-2020 - Block- und Blockteilflächen (Umweltatlas)
30.44427,72.82945,langjährige-niederschlagsverteilung-1991-2020---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung 1991-2020 - Isoflächen (Umweltatlas)
31.632406,75.58615,langjährige-niederschlagsverteilung-1991-2020---isolinien-umweltatlas,Langjährige Niederschlagsverteilung 1991-2020 - Isolinien (Umweltatlas)
30.062035,69.96002,langjährige-niederschlagsverteilung-1991-2020---straßenflächen-umweltatlas,Langjährige Niederschlagsverteilung 1991-2020 - Straßenflächen (Umweltatlas)
28.143072,71.5143,langjährige-niederschlagsverteilung-1991-2020-umweltatlas,Langjährige Niederschlagsverteilung 1991-2020 (Umweltatlas)
29.159384,74.346664,langjährige-niederschlagsverteilung-sommerhalbjahr-1961-1990---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1961-1990 - Isoflächen (Umweltatlas)
29.93265,75.77941,langjährige-niederschlagsverteilung-sommerhalbjahr-1961-1990---isolinien-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1961-1990 - Isolinien (Umweltatlas)
27.526373,73.901764,langjährige-niederschlagsverteilung-sommerhalbjahr-1961-1990-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1961-1990 (Umweltatlas)
31.930452,68.03146,langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010---block--und-blockteilflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1981-2010 - Block- und Blockteilflächen (Umweltatlas)
31.610746,72.62555,langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1981-2010 - Isoflächen (Umweltatlas)
32.227707,74.69302,langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010---isolinien-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1981-2010 - Isolinien (Umweltatlas)
29.180798,69.21252,langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010---straßenflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1981-2010 - Straßenflächen (Umweltatlas)
27.491562,70.43694,langjährige-niederschlagsverteilung-sommerhalbjahr-1981-2010-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1981-2010 (Umweltatlas)
32.53469,68.657616,langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020---block--und-blockteilflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1991-2020 - Block- und Blockteilflächen (Umweltatlas)
30.538609,73.14897,langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1991-2020 - Isoflächen (Umweltatlas)
31.431149,75.318085,langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020---isolinien-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1991-2020 - Isolinien (Umweltatlas)
29.878998,70.174034,langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020---straßenflächen-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1991-2020 - Straßenflächen (Umweltatlas)
27.697937,71.412575,langjährige-niederschlagsverteilung-sommerhalbjahr-1991-2020-umweltatlas,Langjährige Niederschlagsverteilung Sommerhalbjahr 1991-2020 (Umweltatlas)
29.147505,74.51002,langjährige-niederschlagsverteilung-winterhalbjahr-1961-1990---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1961-1990 - Isoflächen (Umweltatlas)
29.807276,75.760925,langjährige-niederschlagsverteilung-winterhalbjahr-1961-1990---isolinien-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1961-1990 - Isolinien (Umweltatlas)
31.875267,67.89606,langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010---block--und-blockteilflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1981-2010 - Block- und Blockteilflächen (Umweltatlas)
31.68159,72.64613,langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1981-2010 - Isoflächen (Umweltatlas)
32.29887,74.63386,langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010---isolinien-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1981-2010 - Isolinien (Umweltatlas)
29.32086,69.2408,langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010---straßenflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1981-2010 - Straßenflächen (Umweltatlas)
27.570736,70.21127,langjährige-niederschlagsverteilung-winterhalbjahr-1981-2010-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1981-2010 (Umweltatlas)
32.595886,68.66136,langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020---block--und-blockteilflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1991-2020 - Block- und Blockteilflächen (Umweltatlas)
30.490248,72.97017,langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020---isoflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1991-2020 - Isoflächen (Umweltatlas)
31.484888,75.30659,langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020---isolinien-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1991-2020 - Isolinien (Umweltatlas)
29.880117,70.17912,langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020---straßenflächen-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1991-2020 - Straßenflächen (Umweltatlas)
27.985922,71.48708,langjährige-niederschlagsverteilung-winterhalbjahr-1991-2020-umweltatlas,Langjährige Niederschlagsverteilung Winterhalbjahr 1991-2020 (Umweltatlas)
